label,text
Negative,setiap kali bertemu mulalah bertengkar disebabkan hal-hal politik
Positive,"Jadi saya akan bermula dengan ucapan jutaan terima kasih , penghargaan tan sri dipertua, dan kepada datuk seri-datuk seri, timbalan-timbalan dipertua yang selalu memberi ruang dan pertimbangan yang sebaiknya kepada saya untk berhujah. "
Positive,GANT1 dan seluruh rakyat Malaysia percaya bahawa ruang-ruang keadilan masih ada dalam sistem kehakiman untuk bertindak sebagai benteng terakhir menyelamatkan wang negara daripada terus diseleweng oleh kleptokrat terburuk dunia
Positive,"Umno parti Melayu, kerajaan ini satu-satunya kerajaan Melayu di atas muka bumi ini, yang diperintah oleh marhaen Melayu, tiada lain di dunia, kenapa perlu diruntuhkan demi kepentingan peribadi, saya tak setuju"
Negative,peguamnya sudah diarah mengambil tindakan selanjutnya selepas tempoh yang diberi supaya beliau menarik balik tuduhan jahat itu tidak diendahkan.
Negative,penjawat awam perlu mengelak perbuatan seperti merakam gambar kertas undi dan menyebarkannya di media sosial kerana ia maklumat sulit yang tidak sepatutnya disebarkan.
Positive,Ini bagi mengesan sama ada kad pengenalan yang digunakan itu palsu atau tidak.
Positive,"Sejak zaman pemerintahan Penjaga Dua Kota Suci Raja Abdulaziz Al Saud, tidak pernah ada pihak bersaing dengan Arab Saudi dalam pengurusan Haramain ini."
Negative,"Kalau tidak ‘disunting’ sehingga hari mengundi, maka berputih mata dan bersedialah untuk hilang wang pertaruhan"
Negative,Sikap double standard ini memperlihatkan kerajaan tidak serius membela nasib umat Islam di Palestin khasnya Baitulmaqdis yang telah diisytiharkan oleh Presiden Amerika sebagai ibu negara haram Israel
Positive,calon wanita juga mempunyai kelayakan kerana telah melalui saringan yang ketat daripada senarai calon berpotensi lelaki dan perempuan.
Negative,Jabatan Kehakiman (DOJ) Amerika Syarikat sebelum ini juga turut mendakwa pelbagai aset mewah dibeli menggunakan wang dicuri daripada 1MDB berjumlah AS$540 juta
Negative,"Pada Februari, Felda meminta untuk kaveat di tanah itu tetapi kami tidak berjaya dan ditolak oleh PTG"
Positive,tiada yang berhak menentukan pendirian seseorang untuk memilih sesiapa pemimpin seterusnya.
Negative,"Tidak sepatutnya bekas Perdana Menteri mengeluarkan kata-kata begitu, kita ahli UMNO pernah bersamanya semasa zaman beliau berhadapan pelbagai tohmahan."
Positive,"Tidak kira sesiapa sahaja yang terpilih kelak untuk bertanding di Parlimen Kuala Selangor dan ketiga-tiga Dun berkenaan, kita janji akan beri perkhidmatan terbaik untuk seluruh rakyat di Kuala Selangor"
Negative,Kalau ada pun cuma dibagi pada kalangan mereka
Negative,Mereka bukan seorang tetapi ada anak dan isteri yang turut terabai dan ikut jejak mereka
Positive,Kita juga mempunyai rekod yang baik dalam pengurusan dengan menggunakan kepakaran tempatan
Positive,Kadar Cukai Barangan dan Perkhidmatan (GST) negara sebanyak enam peratus merupakan kadar paling rendah berbanding kadar GST yang dikenakan negara lain
Positive,Kita tidak akan berkompromi dengan sikap pegawai seperti itu yang menjejaskan imej JPJ dan kementerian pengangkutan
Positive,Kisah kejayaan AirAsia adalah baik untuk Malaysia dan menyumbang kepada peningkatan taraf hidup yang disasarkan perdana menteri
Positive,selepas menerima pelbagai bantuan kerajaan sehingga berjaya mereka ini menyarankan agar golongan sasaran yang miskin ini tidak dibantu wajarkah realitinya kerajaan tidak boleh sesekali mengabaikan bantuan kepada mereka yang miskin dan kategori btidakkah kita mengetahui begitu ramai rakyat malaysia yang berlatarbelakangkan keluarga miskin telah dibantu sejak tahun -an lagi sehingga berjaya keluar daripada kepompong kemiskinan
Positive,Usaha ini secara tidak langsung mengurangkan kebergantungan kepada pihak polis terutama dalam keadaan hanya untuk mencegah jenayah daripada berlaku
Positive,“Kestabilan politik yang kita nikmati sekarang mesti dikekalkan agar kita boleh bawa lebih banyak kemajuan kepada negeri ini dan pastikan semua program yang sedang berjalan dan dirancang diteruskan dengan lancar
Negative,"Saya juga sangat tahu bahawa moderator, Nazri Kahar, adalah seorang penyanjung Tun Dr Mahathir dan pengkritik Datuk Seri Najib, dan ini terbukti dari soalan yang diberikan sejam sebelum wacana bermula yang meminta dibandingkan tokoh muda yang penuh korupsi dengan tokoh tua yang penuh inovasi"
Positive,Saya bersedia menggalas tanggungjawab ini bersama beliau (Budiman). 
Positive,"Sebelum ini, Datuk Seri Azalina (Menteri di Jabatan Perdana Menteri) telah mengumumkan bahawa kerajaan akan mengubal sebuah akta bagi membendung berita palsu"
Positive,"Sepatutnya tak payah fikir politik kalau sudah tua bangka, nak dekat mati ini"
Positive,Itu inisiatif saya
Negative,nak suruh saya makan pasir?
Positive,"Malaysia telah menjadi negara satu parti selama berdekad-dekad, memberi kuasa kepada Umno melakukan persempadanan pilihan raya, dijuarai sekumpulan korporat dan jentera bagi menjana sokongan besar-besaran"
Negative,Mat Bashah dah boleh bersedia ‘pack’ barang-barang dia untuk kita Bersatu ambil alih Kedah
Positive,Pelajar perlu rebut peluang ada dan NGO Antarabangsa akan mempertimbangkan menaja mereka yang berjaya
Positive,"para ibu dan pengendali tadika perlu membersihkan alat permainan, tandas dan kain lampin yang telah digunakan oleh bayi atau anak-anak mereka bagi mengelak penyakit itu daripada merebak"
Positive,dalam jawapan parlimen bertarikh november kementerian kewangan juga menyatakan isu mdb tidak memberi kesan kepada kemasukan pelaburan langsung asing fdi dan mereka masih mempunyai keyakinan terhadap ekonomi malaysia
Positive,Saya akui saya tidak mengemukakan sebarang cadangan yang konstruktif dalam mengesyorkan penutupan sekolah-sekolah tahfiz persendirian ini kerana memikirkan perakuan yang komprehensif berasaskan kajian dan perbincangan semua pihak dengan kepakaran masing-masing telah pun dikemukakan kepada jawatankuasa berkenaan tetapi semuanya hanya hangat-hangat tahi ayam dan mahu disapu di bawah tikar.
Negative,"Pelan tersebut didraf pada 2012 dengan kos RM30 juta tetapi gagal diwartakan dan telah diketepikan oleh Menteri Wilayah Persekutuan pada tahun lepas, boleh memastikan pembangunan bandar yang mampan, termasuklah memelihara kawasan hijau dan awam"
Positive,"Kalau kita boleh tangguhkan dulu untuk letak ketum di bawah Akta Dadah Berbahaya, kita boleh buat kajian tanpa batasan"
Positive,"Kalau pun orang asing bawa modal dan teknologi, dia mesti guna tenaga kita, barulah jurutera kita ada peluang kerja"
Positive,Kita juga tidak boleh lupa bahawa sistem demokrasi kita ialah demokrasi yang meletakkan institusi beraja pada suatu tempat yang strategik
Negative,"semua pihak termasuk pemimpin dan penyokong parti politik serta calon-calon yang bertanding diminta untuk mematuhi undang-undang, peraturan, tataetika dan arahan-arahan yang dikeluarkan dari semasa ke semasa oleh SPR, PDRM atau pihak berkuasa yang lain. SPR berharap semua aktiviti berkempen pada PRU14 akan berjalan dengan lancar serta tidak mengganggu ketenteraman awam dan keselamatan negara."
Negative,Jadi saya merasa terkilan kerana usaha sedemikian memberi tekanan emosi dan mental kepada keluarga khususnya isteri dan anak-anak.
Negative,Teruk sangatkah sokongan rakyat kepada BN sehingga terpaksa mewajibkan pelajar sekolah untuk meramaikan majlis mereka dan menyalahgunakan kuasa Kementerian Pendidikan sebagai alat propaganda politik kepartian mereka?
Positive,Tidak perlu (meminta bantuan negara luar).
Positive,"Lebih-lebih lagi tidak lama lagi sambutan Tahun Baharu Cina, bolehlah kami dapat barang murah sebagai persiapan meraikannya"
Negative,dalam pada itu pakar geostrategis azmi hassan berkata kegagalan pihak kerajaan menjawab isu yang dibangkitkan pembangkang dengan cepat dan berstrategi menyebabkan timbul persepsi buruk terhadap pentadbiran serta kepemimpinan negara
Negative,memandangkan impak terhadap perubahan mata wang ke atas sesebuah ekonomni sukar dibaca kebanyakan orang tidak memberi perhatian kepada perubahan kadar pertukaran asing kerana perniagaan dan transaksi dilakukan dalam mata wang domestik
Positive,wujud ruang terbuka untuk perbincangan dan menyuarakan pendapat kepada pimpinan negara.
Positive,Negara ini juga menjadi pusat penyebaran Islam
Positive,"Malaysia dan AS telah bekerja keras berhubung langkah-langkah keselamatan perjalanan, dari segi memastikan pengembara adalah sah dan berusaha tentang maklumat pasport yang hilang atau dicuri"
Positive,"Notifikasi produk-produk kosmetik terlibat telah dibatalkan oleh Pengarah Kanan Perkhidmatan Farmasi, Kementerian Kesihatan berikutan pengesanan bahan racun berjadual dalam produk berkenaan"
Negative,Kerajaan Pas Kelantan bakal tumbang
Negative,Saya menerima banyak laporan sejak kebelakangan ini ramai pengusaha stesen minyak yang menanggung kerugian dan terpaksa gulung tikar akibat isu ini
Positive,Srikandi ingin menzahirkan rasa bangga dan terharu atas keberanian seorang anggota kami yang telah tampil menyerahkan bukti tawaran imbuhan terhadapnya daripada pihak tertentu
Positive,Kunci utama mengatasi perbezaan kami ialah bahasa.
Positive,Ini cara untuk keluarkan mereka daripada kemiskinan
Positive,"Mana-mana dana yang tidak mencapai skor minimum penilaian tahunan, akan digantung dan tidak boleh ditawarkan dalam tempoh berkenaan.”"
Negative,perkara itu disamakan pemimpin yang mengambil mudah isu setempat dan seolah-olah datang ke mana-mana majlis cuma untuk memotong reben dan tidak mengiktiraf penat lelah jasa bakti orang lain.
Positive,"Penceramah bertanggungjawab untuk meyakinkan rakyat bahawa lima masalah teras iaitu isu air, perumahan rakyat, banjir, cukai yang membebankan rakyat dan pengurusan sampah selain isu lokal boleh diselesaikan jika BN diberi mandat"
Negative,Masih tidak ada kawalan berkesan terhadap pertumbuhannya.
Negative,"Berpakat dengan Harapan pun boleh, tapi dia marah. "
Positive,Dulu tak tahu baca tapi sekarang boleh mengaji dan belajar solat dengan kawan-kawan
Positive,mampu perkasa kaum India di Malaysia
Negative,"Mereka bukan bersaing untuk pasaran lebih, mereka bersaing sesama sendiri untuk dapatkan pelanggan sama"
Negative,Beliau turut menegur syarikat yang mengendalikan perkhidmatan itu dan menganggap tidak cekap dalam pengurusan bil air.
Positive,Anak-anak Melayu lebih maju di bidang profesional berbanding orang Arab yang hanya maju dalam bidang berbunuhan sesama sendiri.
Positive,Saya cukup beri perhatian berat kepada orang Sabah.
Positive,"Rakyat juga mungkin akan menjadi juri pertandingan ini melalui Mobile Apps yang kita akan lancarkan nanti,"
Positive,Tiada isu tertentu yang disentuh mengenai peruntukan kerusi
Positive,"Saya telah bincang dengan Perdana Menteri dan beliau bersetuju untuk membawa lebih ramai pihak-pihak berkepentingan seperti NGO-NGO, pengamal undang-undang, ahli akademik dan juga ahli-ahli Parlimen dari kedua-dua belah pihak"
Positive,"Jika undang-undang ini hanya bertujuan menangani berita palsu di alam siber, saya rasa ia agak sempit, namun jika ia turut digunakan untuk menangani masalah lain berkaitan alam siber dan media sosial, ia amat sesuai."
Positive,"Projek ini bertujuan untuk memanfaatkan kawasan pesisir pantai sepanjang 45.38 km, 250,000 orang yang tinggal di sepanjang pantai dan juga melindungi  kerosakan harta benda awam sehingga RM75 juta"
Positive,Mereka juga boleh tambah pendapatan jika R&R (hentian Rehat dan Rawat) dibuka di sini kerana ia (Bilut) jalan utama ke Raub
Negative,Kerajaan juga sudah cukup memfitnahnya
Positive,berkembang pada kadar memberangsangkan
Positive,ini merupakan penegasan sokongan penuh Malaysia terhadap usaha Gabungan Global dalam menentang keganasan dan ekstremisme ganas
Negative,"Ini bermakna lebih baik, cuma jadi buruk apabila pergi ceramah pembangkang dengar kata mereka, kita sihat boleh jadi demam"
Negative,kekal sama dari segi matlamat dan agenda setiap parti pembangkang yang berusaha untuk menjatuhkan kerajaan.
Negative,Pelbagai agenda dirancang untuk menyelitkan kebencian rakyat kepada BN di mana-mana sahaja.
Positive,"Jadi apa yang saya cakap, kalau BN menang di Selangor, kita akan adil. "
Positive,"SPR rayu, minta parti politik hantar ejen secukupnya di tiga tempat iaitu tempat mengundi, pengiran undi dan barung semakan"
Positive,kedatangan pilihan raya kali ini perlu diraikan dengan menunjukkan kematangan kita sebagai warganegara Malaysia yang layak mengundi untuk melihat citra ketatanegaraan dan cita-cita negara tercapai.
Positive,"Semuanya mesti ikut proses perundangan negara, kalau salah biarlah mahkamah tentukan"
Positive,Kami tidak menyentuh mana-mana bahagian kawasan ibadah dalam muzik video tersebut dan saya minta semua pihak yang berkaitan agar tidak salah faham disebabkan oleh laporan berita yang tidak tepat
Positive,Beliau sudah berubah dan komited terhadap agenda reformasi
Negative,"segala bentuk rasuah yang dinyatakan adalah berkaitan aktiviti penyamaran; jamuan; pengaruh tidak wajar dan penyogokan yang mana ia mungkin boleh berlaku sama ada sebelum, semasa atau selepas tempoh pilihan raya diadakan."
Negative,justeru itu amat susah sekali untuk diukur sumbangan asean bagi menjalin dan melahirkan kerjasama keselamatan di asia tenggara
Positive,"Saya jangkakan 2020, projek memanfaatkan rakyat ini mampu membawa Bemban kepada bandar utama di Jasin kerana lebih 20,000 penduduk bakal 'diimport"
Negative,Bila umum bubar (Parlimen dibubar) maka masa itu mereka akan keluarkan semua peruntukan itu dan akan berlakulah hiruk-pikuk jentolak tolak batu-bata untuk baiki jalan berlubang. 
Negative,Perkara ini memalukan dan menjejaskan saya dengan teruk. 
Positive,"Sebagaimana penyerahan tablet hari ini (kelmarin), jangan anggap Yang Amat Berhormat Perdana Menteri (PM) bagi sebab hendak PRU, kerana ini antara perkara diucapkan sewaktu pembentangan bajet tahun lepas."
Positive,JKM akan pastikan baki 32 PDK yang masih belum didaftar akan diselesaikan dalam tempoh tiga bulan ini
Positive,"secara makro melihat kepada petunjuk data yang diberikan, ekonomi kita masih berada pada landasannya dan ini juga menjadi kriteria dalam menarik pelabur asing untuk terus melabur di negara ini"
Negative,Kehadiran lori balak yang keluar masuk sepanjang masa termasuk pada waktu sesi persekolahan bermula dan tamat membuatkan ibu bapa di sini risau akan keselamatan anak-anak mereka
Positive,"Keadaan sekarang, Alhamdulillah sudah selesai, tidak ada apa-apa. Dalam kampung juga aman, cuma ada yang datang bertanya khabar sahaja. Mungkin semua sibuk tumpu pilihan raya"
Positive,"Itu hak PAS untuk bertanding, kita hormati keputusan dia"
Negative,"Sebab itu dihujahkan se­tiap perkara berlaku terutama se­kali berkaitan politik, ia tercetus bukan secara tidak sengaja tetapi disusun sedemikian rupa"
Negative,"Semasa Pilihan Raya Umum Ke-13, dakwaan tentang 40,000 rakyat Bangladesh dibawa masuk ke Malaysia bukankah berita palsu?"
Positive,Kemajuan yang ada juga dapat membuka peluang kepada usahawan muda untuk membuka minda serta pendedahan berguna kepada perniagaan mereka supaya lebih inovatif.
Positive,"Beliau ikhlas mahu mengubah pemikiran umat Islam negara ini agar mampu menghadapi cabaran zaman dengan membina pendidikan agama dan indoktrinasi Islam yang bersifat universal, progresif, dinamik dan profesional."
Positive,kalau mereka memberi gambaran yang muram masyarakat akan hilang keyakinan dan pertubuhan yang mereka wakili susah untuk berniaga dan mencari keuntungan
Positive,asas pengundian dalam demokrasi matang
Positive,"Kami masih mempunyai perniagaan lain, termasuk perniagaan digital kami serta Santan, yang mana Santan menerima minat di seluruh Asia dan beberapa pihak telah menghubungi kami untuk aktiviti francais sebagai restoran makanan segera Asia"
Negative,tetapi sejak krisis kewangan asia hingga sekarang ekonomi negara secara purata berkembang kurang dari peratus setahun
Positive,"Jadi saya yakin masyarakat Cina akan terus memberi sokongan kepada kerajaan sedia ada kerana mereka sedar mengenai kepentingan mempunyai sebuah kerajaan yang kuat dan stabil untuk melaksanakan pelbagai pembangunan lagi,"
Positive,"Semoga dengan adanya aset-aset baharu ini, PGU mampu menggalas tanggungjawab yang lebih besar dan memainkan peranan sebagai sebuah unit kepolisan udara bertaraf dunia."
Positive,"Permohonan ini juga bertujuan memohon penjelasan CRCC, sama ada syarikat berkenaan adalah pemegang saham bagi syarikat tujuan khas (SPV) bagi projek berkenaan"
Negative,"Sekiranya berlaku kejadian seperti orang ramai membaling batu atau perlakuan ganas yang lain, petugas pilihan raya dan pengamal media perlu tahu bagaimana untuk melindungi diri mereka."
Positive,"Kelebihan ini wajar dimanfaatkan bagi menumbangkan BN, kerana kesepakatan itu tidak ada dalam parti lawan"
Negative,Alasannya ialah Pulau Pinang hanya alami monsun pada 2013.
Positive,ketika ini harga bagi seliter petrol ron ialah rm manakala ron dan diesel masing-masing rm dan rmsementara itu ketua setiausaha perbendaharaan tan sri mohd irwan serigar abdullah dalam ucapannya menggesa rakyat supaya tidak mempercayai tohmahan pihak tertentu yang mengatakan negara akan muflis
Negative,Saya agak terkilan dengan kenyataan beliau kerana setakat ini ada tiga wanita di kabinet
Negative,"Jururunding sudah lakukan kajian berhubung bentuk pembangunan di situ, namun bila timbul isu pemerdagangan manusia, ia membantutkan cadangan itu."
Positive,Saya juga telah berpesan kepada agensi pelaksana supaya projek yang dijalankan mengikut spesifikasi yang ditentukan agar tidak ada isu-isu yang boleh menimbulkan rasa tidak puas hati dalam kalangan rakyat
Negative,Dulu beliau menganggap DAP adalah musuh Melayu.
Positive,Satu lagi perkara penting ialah mendapatkan sokongan daripada kawan-kawan atau keluarga
Positive,menurut kamus bahasa melayu dewan bahasa dan pustaka persepsi bermaksud gambaran atau bayangan dalam hati atau fikiran tentang sesuatu pandangan dan juga tanggapan
Negative,"Dengan kemahiran dan kepantasan teknologi, mereka akan sentiasa jauh di hadapan pasukan penguatkuasa bagi meraih untung besar dan cepat, termasuk membelakangkan segala undang-undang dan peraturan"
Negative,menggunakan fitnah sebagai bahan untuk menanam budaya kebencian dalam kalangan rakyat khususnya untuk mempengaruhi pengundi di atas pagar.
Positive,Jumlah majoriti ahli Parlimen bersetuju meluluskan usul kajian semula persempadan kawasan pilihan raya
Positive,tidak pernah penat dan menyesal dengan apa yang saya telah lakukan untuk penduduk taman
Positive,"Ini tak benar kerana GST telah kita laksanakan sejak dua tahun lalu, sepatutnya tidak ada kesan sama sekali (pada harga barangan)"
Negative,laporan mengenai projek stadium tersebut pernah dibuat di SPRM Terengganu sebelum ini namun pihaknya tidak mendapat apa-apa maklum balas mengenai kes itu.
Positive,Sukarelawan ini terdiri daripada ahli-ahli yang secara sukarela ingin berkhidmat untuk membantu petugas menjelang PRU nanti
Positive,Ia juga untuk mengelak pihak yang tidak bertanggungjawab mengambil kesempatan atas isu ini
Negative,Antara cabaran yang kita hadapi untuk mengajar anak pulau ini adalah terpaksa mengulang subjek yang sama sehingga seminggu atau lebih kerana tahap kecerdasan (IQ) mereka yang rendah.
Positive,"“Kita bukan mengugut pihak terbabit sebaliknya mahu memastikan perjalanan PRU14 lancar dan rakyat berasa selamat,"
Negative,majikan perlu memikul tanggungjawab menjaga keselamatan dan kesihatan pekerja mereka agar dapat melaksanakan tugas tanpa sebarang masalah
Positive,Jika ini tidak dilayan oleh Myanmar  maka tindakan drastik yang terakhir ialah dengan memboikot dan memecat negara itu daripada Asean
Negative,Model bisnes yang pengurusan Proton laksanakan sebelum ini masih tidak ada pulangan
Negative,turut bertindak menanggalkan bendera parti yang dipasang di sekitar kawasan itu selain menutup bilik gerakan.
Positive,"Tujuan kita jumpa tak lain tak bukan, berkaitan isu ketua pengarah SPRM"
Positive,realiti sebenar ialah impak isu mdb ke atas kedudukan ekonomi negara adalah rendah sekali kerana program rasionalisasi syarikat itu berjalan baik
Negative,"Kecurian, penyeludupan memang berlaku dan dilakukan penjenayah dari negara jiran, sampaikan kalau buat kerja kat ladang, kami tak boleh tinggal barang, kalau tak habis hilang."
Positive,Kita juga ingin menekankan kepada mereka bahawa usaha membangunkan koperasi juga memerlukan komitmen daripada ahlinya sendiri termasuklah anggota lembaga dan pengurusannya
Negative,persepsi adalah segala-galanya ke­rana lazimnya maklumat jika dipersembahkan de­ngan pintar boleh mengaburi dan mempe­ngaruhi pemikiran kumpulan sasaran dalam menilai isu ter­tentu
Positive,"adi, apa sahaja kerjasama yang kita rasa patut dilakukan oleh senat universiti kerana selaras dengan kehendak industri negara, kita amat galakkan"
Positive,"BN Parlimen Bagan Serai berterima kasih di atas usaha Kemas, Jasa dan ketua kampung yang sentiasa berusaha mengesan pengundi baharu itu didaftarkan sebagai pemilih baharu sehingga menjayakan penambahan 11,000 orang."
Positive,pesawat itu sebenarnya mendarat sempena penerbangan komersial sulung ke Malaysia setelah melalui kerja menaik taraf lebih setahun lepas.
Positive,Kita tahu Jempol kubu kuat Umno di Negeri Sembilan kerana ada kawasan-kawasan Felda
Negative,asean sekarang ini berhadapan dengan cabaran hebat kerana terdapat negara anggota asean yang mengenepikan cabaran urus tadbir yang belum lagi boleh dibanggakan amalan demokrasi yang jauh daripada sempurna dan kebebasan rakyat serta hak asasi manusia yang masih terkongkong kerana pembangunan ekonomi dianggap lebih utama
Positive,"namun tetap punya stamina untuk menjalankan tugas sebagai perdana menteri, hingga mengagumkan ramai orang, baik rakyat Malaysia mahupun asing."
Positive,dalam hasrat kita meneliti pencapaian wawasan dan menjenguk matlamat baharu transformasi nasional tn hasrat mencapai tahap kesaksamaan ekonomi yang kukuh dan mantap tidak boleh diabaikan
Positive,"Mazlan adalah individu yang dikenali ramai dan dari rekod lalu, beliau telah memberikan kerjasama yang sangat baik terhadap pihak berkuasa serta tidak pernah melarikan diri."
Negative,Tiga veteran dipecat keahlian
Negative,Mustahil untuk memansuhkan pemeriksaan imigresen dan kastam bagi orang ramai yang keluar dari Singapura
Positive,"Kalau dia isytihar, kita akan kenakan cukai"
Positive,Saya secara konsisten menyatakan hasrat ingin menjadi ketua bahagian dan mengekalkan jawatan ini selepas pilihan raya akan datang.
Positive,"Selepas berbincang dengan Asafal, kami sepakat mewujudkan PKK RELA di kawasan laluan masuk ke Simpang Kampung Tanjung Batu"
Negative,"Beliau sudah kehabisan elemen kejutan. Sejak hari pertama bermulanya kempen pilihan raya, beliau sudah gagal seperti isu pesawat yang kononnya disabotaj dan cubaan membunuhnya"
Positive,SPR sepatutnya memudahkan pengundi dan bukannya menyusahkan lagi
Positive,"""Kita bertuah kerana Pahang memiliki pelbagai khazanah alam yang cukup berharga termasuk pantai, tanah tinggi, sungai, taman negara dan pelbagai makanan yang juga merupakan produk pelancongan"
Negative,"Kita telah ada orangnya (untuk buat kajian), kita ada pengalaman, kita ada mesin tetapi lesen tidak ada."
Positive,1MDB sebelum ini menyatakan dan mengulangi ia tidak kehilangan wang dan semua wangnya diambil kira sepenuhnya
Positive,Sudah  tentu bakal calon akan mengambil waktu ini untuk berjumpa dengan seramai mungkin pengundi mereka untuk mendapatkan sokongan
Positive,"Tak ada apa, ...dia (Namewee) selalu buat apa kita bersetuju dengan dia. It's a joke (gurauan)... video itu untuk kasi (beri) orang ketawa, nyanyi."
Negative,Ini sama juga dengan rakan mereka dalam pakatan iaitu DAP yang pernah beritahu nak buang 50 peratus penjawat awam jika mereka jadi kerajaan
Positive,"Untuk sambut 40 tahun ini, bukan senang bukan selalu kita boleh sebut 40 tahun, jadi sempena menyambut ulang tahun ini, saya ingin umumkan sagu hati istimewa sebanyak RM2,000 kepada setiap warga PNB yang akan dilaksanakan pada Mei ini."
Positive,Saya hanya menjalankan tugas sebagai seorang pegawai keselamatan
Positive,PRU14 saksi lebih ramai calon wanita bertanding
Positive,Kita turut menganjurkan program berkaitan keusahawanan sebagai usaha meningkatkan pendapatan mereka sekali gus meringankan beban keluarga di masa hadapan
Positive,"Dengan kehadiran ejen-ejen calon sebagai pihak ketiga, ia merupakan bukti bahawa SPR tidak menafikan hak pemerhati untuk turut serta dalam proses pilihan raya"
Positive,Jalan keluarnya ialah menubuhkan suruhanjaya diraja untuk menyiasat
Negative,Pembangkang pandai tabur janji saja
Negative,Ini mungkin kali terakhir saya di Dewan ini memandangkan saya mungkin tidak bertanding pada pilihan raya akan datang.
Negative,"mendedahkan apa yang didakwa mereka ""perjanjian sulit"" dengan pemimpin"
Positive,Kami menjadi orang yang amat mempercayai dasar anda
Positive,"Kini telah banyak manfaat pembangunan yang kita nikmati termasuk pembinaan Lebuhraya Pan Borneo yang sedang rancak dijalankan di samping penubuhan pelbagai institusi pengajian tinggi, pusat kemahiran dan hab pendidikan"
Negative,Kalam faham keterujaan mereka untuk memenangkan parti yang disokong namun janganlah sampai ke peringkat putus silaturahim.
Positive,melahirkan keyakinan untuk memenangi kes saman fitnahnya ke atas Sarawak Report
Positive,Amanah tidak pernah mengeluarkan sebarang kenyataan mahu memusuhi Pas apa lagi memusnahkan parti Islam tersebut.
Positive,Saya minta mereka yang menjadi mangsa kepada pegawai terbabit membuat laporan kepada pihak JPJ bagi memudahkan mereka melakukan siasatan dan mengambil tindakan terhadap pegawai berkenaan
Positive,orben bagaimanapun menjelaskan tidak banyak bukti kukuh untuk menyokong tindak balas tersebut
Positive,amalan pembangkang perlu dilihat secara sihat sebagai satu teguran untuk memperbaiki segala macam kelemahan yang ada.
Positive,Rakyat perlu sedar dan bijak memilih pemimpin yang benar-benar memperjuangkan nasib Melayu.
Negative,"Kebanyakan mereka yang tinggal di Wilayah Persekutuan ini sebenarnya mampu dan sanggup membeli rumah berkenaan, cuma mereka tidak pasti mengenai program berkenaan"
Positive,Polis akan memberi fokus kepada kawasan yang dijangka ada pertandingan sengit pada PRU14 ini demi menjaga ketenteraman awam
Positive,"Kadang-kala ada salah faham seolah-olah apabila kita wujudkan undang-undang baharu ini, kita akan menggunakannya demi kepentingan politik semata-mata, itu tidak benar sama sekali"
Positive,"Sebelum ini IKM ada di Alor Setar, Sungai Petani dan Sik dan tempat yang dilihat sesuai untuk bina IKM baharu adalah di Bukit Kayu Hitam kerana kita lihat jumlah penduduk akan bertambah selepas BBC dilaksanakan"
Positive,"Jika (bekas pengerusi Felda) Tan Sri Isa Samad ditahan dan diambil keterangan oleh Suruhanjaya Pencegahan Rasuah Malaysia (SPRM), mungkin SPRM selepas ini perlu memanggil Shahrir kerana hak milik bagi lot terbesar tanah dipindahkan ketika beliau sudah menjadi pengerusi"
Negative,seharusnya asean dan negara anggota tidak boleh terus mendiamkan diri dengan mengatakan masalah keselamatan tidak tradisional dan krisis kemanusiaan yang tercetus dalam negara masing-masing adalah soal dalaman negara mereka yang boleh ditangani secara unilateral
Negative,menyatakan kekecewaan terhadap SPRM kerana tidak menyokong pengisytiharan aset awam untuk menteri.
Negative,Sekolah tahfiz mula bertumbuh ustaz yang tidak mempunyai nilai ekonomi menyedari inilah satu cara mudah untuk mendapat sedekah atau memperdagangkan agama.
Positive,"Tapi sekarang setelah pokok ditebang dan ditanam semula, setiap peneroka dibayar RM1,300 sebulan pinjaman sara hidup."
Positive,(Dalam) Akar umbi tiada masalah.
Positive,Saya seronok di sini kerana kedatangan saya sangat dialualukan penduduk.
Positive,"Perkara ini sudah diselesaikan Perdana Menteri (Datuk Seri Najib Razak) dan beliau sudah memberitahu bukan hanya kepada rakan dalam parti komponen, malah Jemaah Menteri supaya apa yang sudah diperjelaskan oleh Robert Kuok itu diterima baik."
Positive,"Walaupun terdapat kekurangan, kesemua mangsa dijaga dengan baik"
Positive,Apa yang jadi di Gelang Patah mungkin boleh terjadi di Ayer Hitam. 
Negative,saya rasa hakikat inilah yang menyebabkan kerajaan menggugurkan wawasan dan menggantikannya dengan agenda transformasi nasional wawasan menyasarkan sebagai tahun malaysia mencapai taraf negara maju
Positive,Ini cara kita membantu rakyat kerana kerajaan BN mahu anak-anak kita berjaya
Positive,(Dasar) yang baik dikekalkan dan yang buruk perlu diperbetulkan atau dihapuskan. 
Positive,"Kita tetap negara demokrasi, malah lebih tinggi berbanding negara berdekatan dengan Amerika Syarikat"
Positive,"LHDN tidak kira siapa, selagi ada pendapatan di Malaysia, syarikat yang didaftar di Malaysia dan ada pendapatan, kalau tidak bayar, ‘income tax’ akan kejar anda."
Negative,"Antaranya lagi, penyebar berita palsu juga akan guna logo atau gambar yang menggairahkan yang boleh menjemput kita untuk terus terpengaruh dengan berita tersebut"
Positive,"Sebenarnya, program kerajaan  tidak bermusim, kita bekerja  untuk rakyat  tanpa memilih masa tertentu sahaja sebaliknya sentiasa melakukan yang terbaik untuk rakyat dan memanfaatkan orang ramai"
